"","Afghanistan","Albania","Algeria","American Samoa","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Reunion","Romania","Russia","Rwanda","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela","Vietnam","Virgin Islands","Wallis and Futuna","Western Sahara","Yemen","Zambia","Zimbabwe"
"Equatorial Guinea","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","2","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 4","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","2","0","0"," 0"," 0","  1","0","0","2","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  2"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Eritrea","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 1"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 3","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","2","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 1","0","0"
"Estonia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 2","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 1"," 2","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0","11","  0","0","0","0","0","0","  4","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 1"," 0"," 0","  1"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","1","0","0","0","0"," 1"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 2"," 0","0"," 0","0","0","0","0","0","0"," 5"," 0"," 0","0"," 0","0","0"," 0"," 0"," 1"," 0"," 0"," 0","0"," 0"," 4","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 5"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 2"," 0","  4","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Ethiopia","0"," 0"," 0","0","1","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","1","0","0","0"," 2","  0","0"," 0","2","1"," 0","  1","0","0"," 0","0","1"," 2","0"," 0","0"," 0"," 0"," 0"," 0"," 0","4","0"," 0","0"," 0"," 2"," 0","2","0"," 0","0","0","0"," 0"," 0","  1","0","0","1","0","0","  2","1","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 5"," 0"," 0","0"," 0"," 0"," 1","  5"," 0","  0"," 0"," 0"," 0"," 7","0","0"," 2"," 0","0","0","2","0","0","0"," 0"," 0"," 0","0"," 0","1"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 1","0"," 0"," 0"," 0","0"," 0","0","0","2","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 4","0"," 0","0","0"," 0","0","0","0","0"," 3","  0","2","  0"," 0","6","0","0"," 0"," 0"," 0","  0"," 0"," 8"," 2","2","0","0"," 0"," 2","0"," 0","0"," 6"," 0"," 3","  2","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 1","1","1"
"Falkland Islands","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 1","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Faroe Islands","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 2","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","1"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Fiji","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  2"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","3","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","1"," 6","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","2","0"," 0","0"," 0","0","0"," 0","0","0","2","0"," 0","  1","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","2","0"," 0"," 0","0"," 0","1"," 0"," 0"," 0","  0","  7"," 0"," 0","3","0"," 0"," 0","1","0"," 0","0","0"
"Finland","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0","0","2"," 5","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  4","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 2"," 8","0","0"," 0","0"," 0"," 0"," 0","0","0","11","0","0","0"," 0"," 0","  3","0","0","0","0","0"," 21","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 2","2"," 1"," 0"," 0","0"," 0"," 0"," 0","  5"," 0","  6"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","7","0","0","0","0"," 2"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 4"," 0"," 0","0"," 0","0","0"," 0"," 0"," 4"," 1"," 0"," 0","0"," 0"," 7","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 1","0","0","0","0"," 0","  1","0"," 14"," 0","0","0","0","21"," 7"," 0","  0"," 0"," 0"," 1","0","0","0"," 0"," 1","0"," 0","0"," 0"," 2"," 2","  6","  2"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"France","0"," 0","69","0","2","0","0"," 1"," 2"," 0"," 0"," 9"," 2"," 0"," 1"," 0","0","1","17","0","1","0","0","0","0","0"," 4","0","0"," 3","3","0","0","0"," 5"," 13","2"," 0","1","1"," 2","  7","0","0"," 1","0","1"," 2","0"," 0","2"," 4"," 3"," 1"," 8","12","0","0"," 6","0"," 0"," 5"," 0","1","0"," 0","1","0","0"," 0"," 3","  0","2","0","1","0","1"," 56","0","0"," 5","0","0","7"," 0"," 0"," 1","1","0","0","1"," 0","  3"," 3","1"," 4"," 0"," 1","0","10"," 0"," 4"," 87"," 0","  6"," 0"," 3"," 0"," 2","0","0"," 0"," 0","0","1","3","0","0","0"," 1"," 3"," 0","0"," 3","0"," 2","1","2"," 2","0","4","1","3","1","  5","0","0","2","0","1","0","62"," 0","0"," 0","26"," 6","0"," 0","0","3","1","0","0","0"," 7"," 1"," 2","0"," 0","0","0"," 1"," 0","11","31"," 1"," 1","6"," 8"," 8","0","0","0","0","0","0","0"," 4","3"," 2","0","0"," 3","1","3","0","0"," 3","  3","0"," 83"," 1","0","0","0","11","16"," 2","  1"," 0"," 0"," 4","1","0","0","31"," 9","0"," 0","0"," 0"," 2"," 6","122"," 78"," 0"," 1","0","1"," 6"," 1","0","0"," 0","0","0"
"French Guiana","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 1","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  2","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","2","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"French Polynesia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","1"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  2"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","1"," 3","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  6"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Gabon","0"," 0"," 0","0","1","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","5","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 4","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","2"," 4","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","2","0"," 0","1","0","0"," 0"," 0","  1","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 1","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","1"," 0","0"," 0","0","0"," 0","0","0","0","0"," 1","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","1","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Gambia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 6","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  1","1","0"," 0","0","0","0"," 0"," 0"," 0","7","1","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","3"," 0","0","6"," 0","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  3","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Georgia","0"," 0"," 0","0","0","0","0"," 0"," 1"," 0"," 0"," 2"," 2"," 0"," 0"," 0","0","2"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  1","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 1"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  2","0","0"," 1","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 1","  0"," 0","  0"," 0"," 0"," 1"," 0","0","0"," 0"," 0","0","2","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 1"," 0"," 0"," 0","0"," 0"," 4","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 4","0"," 0","0"," 0"," 6"," 2","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Germany","1"," 1"," 2","0","2","0","1"," 1"," 0"," 0"," 0","70"," 4"," 0"," 1"," 0","1","4","14","0","0","0","0","0","2","0","13","0","0","11","0","0","0","0"," 0"," 19","1"," 0","0","0"," 0"," 17","0","0"," 2","0","0"," 0","0"," 0","0","15"," 6"," 7","11","25","0","0"," 9","0"," 0","41"," 0","0","0"," 4","2","0","0"," 0","21"," 55","0","0","1","1","2","  0","1","0","21","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  3","19","2","16"," 0"," 5","2","12"," 0","12","140"," 2","  9"," 0"," 7"," 5"," 4","0","0"," 2"," 0","0","9","2","0","0","0"," 5","10"," 0","1"," 0","0"," 1","3","0"," 8","0","0","0","3","0","  4","0","2","0","0","1","0","14"," 0","2"," 0","25"," 1","0"," 0","0","0","5","0","0","0","22"," 2"," 1","0"," 0","0","0"," 0"," 0","55","28"," 1"," 7","0","24","59","0","0","1","0","0","0","0"," 9","0","23","1","0"," 9","0","4","0","0"," 6","  3","0","232"," 1","0","0","0","30","48"," 1","  1"," 1"," 1"," 9","0","0","1","17","70","1"," 0","0"," 0","13","18","119","115"," 0"," 1","0","1"," 4"," 0","0","0"," 0","0","0"
"Ghana","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","1","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","3"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 1"," 0","0","0"," 0","1","0","0"," 0"," 0","  0","0","0","0","1","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0","  0"," 0"," 0"," 0"," 1","0","0"," 0"," 0","0","0","0","0","7","0"," 0"," 0"," 0","0"," 0","0"," 0","0","5"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","1"," 0"," 1"," 0","0"," 0","0","0","6","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 1"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","1"," 0","0","0","0","0"," 1","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","6","0","0"," 0"," 1","0"," 0","0"," 0"," 0"," 1","  2","  5"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Gibraltar","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  5","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Greece","0"," 7"," 0","0","0","0","0"," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 1"," 0","0","0"," 4","0","0","0","0","0","0","0"," 0","0","0"," 5","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 8"," 1"," 2","0","0"," 0","0"," 0"," 3"," 0","0","0"," 0","0","0","0"," 0"," 0","  5","0","0","0","0","1"," 21","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 2","0"," 0"," 0"," 0","0"," 0"," 0"," 2"," 13"," 0","  0"," 0"," 1"," 0"," 0","0","0"," 0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 1","0","0","0","0","0","  0","0","1","0","0","0","0"," 0"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 1"," 2"," 0"," 1","0"," 3"," 5","0","0","0","0","0","0","0"," 0","0"," 4","0","0"," 0","0","0","0","0"," 0","  0","0","  7"," 0","0","0","0"," 0"," 3"," 2","  0"," 0"," 0"," 0","0","0","0"," 1"," 6","0"," 0","0"," 0"," 1"," 4"," 10","  2"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
